RENT_STATION_NAME,06~09,09~12,12~15,15~18,18~21,기타
마장동_007_1,3,1,9,11,5,7
마장동_007_2,11,8,12,22,26,9
마장동_007_3,18,12,14,60,34,0
마장동_010_1,22,5,16,13,31,13
마장동_011_1,2,4,2,0,5,5
마장동_014_1,19,15,3,5,15,11
마장동_014_2,15,12,13,12,14,14
마장동_017_1,0,0,0,4,16,6
마장동_019_1,44,40,43,84,154,79
마장동_022_1,20,5,5,5,8,13
마천1동_020_1,0,0,0,2,2,2
마천1동_021_1,4,0,0,5,13,2
마천1동_022_1,10,2,2,5,7,4
마천1동_025_1,7,12,4,2,2,5
마천2동_004_1,36,17,5,4,6,16
마천2동_019_1,2,2,14,10,8,2
마천2동_021_1,21,10,11,13,11,10
마천2동_031_1,1,0,2,2,5,6
망우3동_002_1,20,4,24,10,24,18
망우본동_001_1,4,5,3,8,4,18
망우본동_001_2,4,2,8,8,14,14
망우본동_001_3,9,11,2,7,13,8
망우본동_001_4,0,4,7,7,6,4
망우본동_003_1,5,4,1,4,6,0
망우본동_003_2,6,1,1,28,12,4
망우본동_003_3,7,1,0,0,8,2
망우본동_004_1,17,7,7,9,11,13
망우본동_025_1,10,3,9,24,4,2
망우본동_031_1,20,17,26,15,31,27
망우본동_039_1,16,3,14,7,5,15
망우본동_060_1,31,21,13,22,28,35
망원1동_005_1,38,84,81,130,204,217
망원1동_005_2,7,2,13,22,28,14
망원1동_024_1,14,26,34,53,63,38
망원2동_022_1,29,25,29,29,50,36
면목2동_013_1,31,12,17,21,44,33
면목2동_026_1,38,20,8,29,44,39
"면목3,8동_015_1",8,2,8,15,13,14
"면목3,8동_026_1",28,15,12,8,18,9
"면목3,8동_028_1",8,2,6,32,2,10
"면목3,8동_044_1",6,8,17,45,10,14
면목4동_002_1,2,0,3,3,7,3
면목4동_009_1,8,2,4,8,7,7
면목4동_020_1,28,17,2,16,11,16
면목4동_025_1,10,2,6,6,4,6
면목4동_036_1,8,5,5,12,19,5
면목5동_001_1,15,1,7,11,21,9
면목5동_008_1,20,16,16,16,29,29
면목5동_019_1,27,11,11,6,12,9
면목5동_030_1,4,2,0,6,0,2
면목5동_030_2,2,7,5,6,6,2
면목5동_030_3,9,3,3,17,11,21
면목5동_030_4,18,4,6,15,15,14
면목7동_013_1,9,7,4,9,15,10
면목7동_033_1,6,0,0,12,12,4
면목7동_043_1,8,4,2,8,14,8
면목본동_011_1,30,22,27,46,76,39
면목본동_016_1,9,3,8,2,9,19
면목본동_062_1,12,9,8,15,19,19
명동_001_1,17,18,38,32,26,7
명동_001_10,18,29,26,26,71,14
명동_001_11,16,20,13,41,34,0
명동_001_13,6,20,20,53,50,3
명동_001_15,5,1,13,9,20,6
명동_001_16,26,7,13,4,44,18
명동_001_17,3,5,10,10,14,0
명동_001_19,4,7,13,6,12,4
명동_001_2,11,3,13,31,44,4
명동_001_20,24,11,18,19,33,21
명동_001_22,22,24,33,39,71,31
명동_001_3,11,26,24,44,24,5
명동_001_4,8,15,39,33,19,10
명동_001_5,8,10,6,8,8,2
명동_001_8,10,23,15,38,44,8
명동_001_9,5,21,15,19,18,2
명동_003_1,6,11,13,11,27,2
명일1동_007_1,13,10,9,8,12,8
명일1동_008_1,19,10,20,23,23,19
명일1동_021_1,34,18,20,22,28,14
명일1동_028_1,7,2,2,2,12,13
명일2동_003_2,20,15,12,42,40,23
명일2동_008_2,3,1,2,13,10,17
명일2동_009_1,17,6,5,13,28,31
명일2동_009_2,4,6,10,36,18,4
명일2동_024_1,36,5,3,21,13,8
목1동_003_1,18,0,18,5,11,0
목1동_003_2,9,9,12,22,31,49
목1동_003_3,11,6,5,16,27,31
목1동_003_5,34,24,42,68,120,104
목1동_003_6,8,4,2,11,7,6
목1동_005_2,12,11,12,37,64,32
목1동_006_1,24,24,41,48,82,31
목1동_006_2,36,29,48,90,169,40
목1동_010_1,15,3,11,15,16,20
목1동_010_2,57,22,29,37,106,95
목1동_015_1,38,19,31,37,57,48
목1동_031_1,15,51,56,88,102,76
목1동_037_1,46,6,39,39,91,39
목1동_037_2,53,28,34,49,111,49
목1동_042_1,32,24,21,38,41,42
목1동_045_1,46,30,33,71,108,50
목2동_006_1,24,14,10,15,33,26
목2동_006_2,33,4,8,13,37,21
목3동_027_1,22,15,16,17,14,10
목3동_027_2,14,0,5,8,11,10
목3동_034_1,32,2,4,9,19,10
목4동_007_1,35,9,4,6,16,16
목4동_014_1,40,10,19,20,33,26
목4동_016_1,44,18,2,15,34,25
목4동_036_1,94,11,30,69,54,48
목4동_050_1,14,6,13,15,13,13
목5동_002_1,35,41,52,73,94,33
목5동_002_2,13,10,17,86,12,20
목5동_002_3,12,12,29,26,37,40
목5동_002_4,11,2,10,9,14,8
목5동_005_1,86,6,17,41,15,23
목5동_008_1,10,10,30,61,74,81
목5동_013_1,36,12,8,16,18,8
목5동_016_1,12,6,12,10,29,47
목5동_023_1,55,36,33,50,33,39
목5동_028_1,34,16,30,26,47,59
목5동_035_1,56,8,13,20,24,21
목5동_051_1,34,16,25,27,41,33
목5동_059_1,87,9,21,39,26,26
목5동_063_1,31,19,14,94,29,27
무악동_001_1,0,0,0,0,4,4
무악동_001_2,24,0,0,2,0,2
무악동_016_1,12,2,4,16,8,14
묵1동_003_1,18,3,9,81,37,30
묵1동_003_2,7,6,13,12,6,2
묵1동_004_1,10,4,13,9,15,21
묵1동_005_1,17,5,9,24,22,3
묵1동_010_1,26,13,11,14,18,8
묵1동_013_1,21,8,13,22,31,25
묵1동_015_1,15,13,15,18,26,25
묵1동_036_1,12,13,15,17,21,10
묵2동_007_1,6,3,17,11,22,11
묵2동_022_1,29,8,13,22,21,15
묵2동_029_1,12,13,9,20,44,26
문래동_001_1,23,8,17,29,51,28
문래동_001_2,10,12,12,18,16,20
문래동_002_1,15,24,38,52,99,24
문래동_003_1,8,10,7,8,30,29
문래동_003_2,66,31,29,61,95,48
문래동_008_1,40,17,28,48,50,61
문래동_012_1,3,4,12,13,31,7
문래동_014_1,29,16,14,9,33,29
문래동_017_1,41,16,10,23,19,19
문래동_021_1,26,14,20,47,57,50
문래동_022_1,35,18,20,33,69,21
문래동_025_1,102,33,26,48,93,40
문래동_032_1,62,12,12,16,39,21
문래동_057_1,61,20,42,68,89,34
문래동_060_1,53,19,19,27,38,14
문정1동_003_1,26,22,16,22,37,11
문정1동_003_2,58,34,50,40,96,64
문정1동_007_1,0,0,0,0,6,2
문정1동_017_1,15,21,2,8,17,19
문정1동_038_1,14,3,5,4,2,10
문정2동_002_1,54,27,39,42,104,40
문정2동_004_1,2,1,10,12,5,0
문정2동_004_2,36,16,21,36,61,2
문정2동_010_1,23,9,7,30,33,10
문정2동_011_1,10,4,14,14,25,7
문정2동_015_1,29,27,18,19,49,54
문정2동_017_1,12,6,12,11,17,8
문정2동_021_1,24,7,14,19,15,21
문정2동_024_1,0,4,2,0,2,2
문정2동_025_1,14,10,6,19,41,16
문정2동_031_1,11,14,5,12,27,9
문정2동_044_1,0,0,0,2,0,0
문정2동_044_10,2,1,3,0,2,0
문정2동_044_11,14,18,36,49,75,38
문정2동_044_3,14,19,21,91,104,19
문정2동_044_5,8,16,28,40,88,20
문정2동_044_7,8,6,4,9,24,5
문정2동_044_8,8,19,1,6,10,20
문정2동_044_9,6,4,6,5,12,5
문정2동_045_1,14,12,12,29,15,48
미성동_015_1,6,2,6,5,3,12
미성동_025_1,15,10,16,16,8,21
미아동_002_1,5,6,3,6,1,5
미아동_004_1,11,11,0,21,10,13
미아동_007_1,9,13,28,29,27,26
미아동_013_1,10,13,12,17,17,17
반포1동_001_1,0,8,3,15,4,0
반포1동_011_1,9,7,5,17,9,1
반포1동_023_1,11,6,11,14,23,23
반포1동_025_1,4,0,8,0,6,2
반포1동_036_1,12,11,9,15,32,17
반포1동_037_1,33,15,13,10,39,14
반포1동_044_1,7,2,4,10,16,9
반포1동_053_1,26,14,4,9,21,18
반포1동_057_1,12,18,15,24,19,22
반포2동_011_1,12,9,1,36,26,24
반포2동_014_1,2,6,4,10,8,8
반포2동_026_1,16,13,3,21,36,5
반포2동_028_1,11,16,9,10,8,4
반포2동_028_2,3,5,2,15,34,15
반포2동_028_3,5,5,8,30,19,9
반포3동_012_1,14,8,5,5,7,7
반포3동_015_1,10,7,21,26,20,8
반포3동_015_2,2,4,8,20,24,22
반포3동_015_3,26,21,28,39,95,61
반포3동_015_5,18,16,41,77,91,61
반포3동_024_1,36,26,20,48,95,37
반포4동_001_1,10,4,1,19,6,4
반포4동_001_2,7,9,6,12,21,23
반포4동_001_3,4,2,6,4,6,18
반포4동_013_1,0,7,7,16,8,4
반포4동_013_2,4,12,2,26,20,10
반포4동_030_1,18,10,10,8,34,14
반포본동_005_1,0,5,4,14,6,3
발산1동_001_1,46,17,27,42,65,27
발산1동_001_2,98,20,27,19,19,7
발산1동_001_3,43,10,6,39,23,17
발산1동_001_4,93,52,33,25,20,15
발산1동_004_1,2,3,7,12,5,9
발산1동_004_2,13,11,6,25,11,2
발산1동_004_3,6,15,1,49,26,3
발산1동_004_4,2,3,3,6,4,2
발산1동_007_1,32,26,23,54,27,36
발산1동_007_2,18,15,3,30,54,36
발산1동_007_4,6,5,48,27,69,35
발산1동_007_5,4,18,26,52,57,15
발산1동_030_1,69,15,22,6,25,11
발산1동_035_2,181,36,24,51,45,31
발산1동_049_1,62,48,33,32,22,15
발산1동_056_1,68,35,67,84,143,33
발산1동_056_2,49,21,43,35,84,68
발산1동_057_1,0,12,10,15,11,6
발산1동_057_2,2,2,8,23,11,2
발산1동_057_3,6,14,11,12,36,13
발산1동_057_4,87,19,29,29,28,14
발산1동_058_1,44,2,15,9,23,17
발산1동_062_1,87,25,10,16,22,6
발산1동_065_1,108,26,38,53,50,51
발산1동_071_1,42,8,8,23,30,21
방배1동_021_1,10,10,9,23,21,11
방배2동_005_1,12,7,7,13,23,14
방배2동_005_2,0,0,0,2,0,0
방배2동_013_1,12,4,20,12,41,39
방배2동_031_1,2,4,2,12,2,2
방배2동_031_3,0,4,0,4,4,0
방배2동_032_1,0,2,0,2,4,4
방배2동_033_1,4,2,3,2,8,9
방배3동_016_2,4,0,2,12,10,2
방배3동_024_1,2,0,2,2,2,0
방배3동_025_1,4,9,4,16,15,14
방배3동_026_1,0,0,0,5,7,2
방배3동_026_2,2,2,2,4,2,0
방배3동_026_3,12,4,5,10,13,2
방배3동_027_1,10,0,1,5,2,6
방배3동_029_1,4,0,4,8,5,3
방배4동_006_1,45,9,8,21,61,20
방배4동_008_1,6,10,7,11,19,15
방배4동_008_2,12,8,19,15,23,29
방배4동_008_3,12,9,7,8,11,7
방배4동_016_1,12,10,2,9,15,4
방배4동_020_1,12,2,1,9,8,8
방배4동_025_1,38,10,14,20,20,20
방배4동_032_1,23,7,18,24,44,18
방배본동_013_1,20,13,20,26,34,37
방배본동_021_1,10,4,14,17,29,18
방배본동_030_1,21,20,21,36,43,31
방배본동_031_1,20,9,7,13,56,27
방이1동_003_1,4,2,3,6,20,13
방이1동_009_1,29,21,12,27,50,73
방이1동_013_1,31,16,32,43,72,30
방이1동_015_2,21,23,24,29,27,44
방이1동_021_1,19,14,22,25,34,22
방이1동_021_2,10,2,2,3,9,0
방이2동_005_1,60,63,53,73,155,106
방이2동_006_1,49,38,48,53,86,106
방이2동_014_1,85,31,21,30,83,26
방학1동_004_1,22,10,26,30,16,16
방학1동_007_1,8,15,10,21,13,31
방학1동_013_1,10,6,4,16,12,8
방학1동_019_1,7,22,22,24,63,36
방학1동_019_2,18,11,23,35,28,15
방학1동_028_1,6,6,7,1,8,8
방학1동_030_1,6,10,27,43,58,30
방학1동_031_1,16,11,9,10,17,19
방학1동_044_1,6,2,6,4,13,13
방학1동_050_1,30,5,8,12,8,17
방학1동_053_1,11,7,10,25,14,17
방학2동_012_1,30,13,8,29,17,27
방학2동_018_1,15,2,3,13,8,7
방학2동_028_1,16,9,6,7,4,0
방학3동_001_1,10,4,1,1,2,2
방학3동_001_3,8,2,4,4,2,8
방학3동_037_1,9,4,8,4,3,6
방화1동_002_1,35,25,14,45,46,31
방화1동_008_1,73,24,16,46,33,24
방화1동_017_1,43,24,11,13,34,37
방화1동_023_1,84,26,15,17,77,21
방화1동_040_1,24,8,10,26,47,11
방화1동_040_2,38,23,44,55,102,56
방화1동_041_1,344,101,76,133,187,77
방화1동_041_4,75,40,9,29,39,30
방화1동_043_1,55,17,17,29,52,28
방화1동_048_1,18,30,3,14,14,21
방화1동_048_2,56,12,16,48,36,22
방화1동_049_1,40,14,18,38,38,12
방화1동_052_1,51,15,12,26,26,18
방화1동_077_1,38,4,15,24,23,12
방화2동_003_1,5,5,3,5,4,4
방화2동_004_1,0,0,2,2,0,0
방화2동_007_1,23,7,11,18,17,8
방화2동_007_2,2,8,1,3,15,11
방화2동_007_4,11,0,4,14,15,14
방화2동_020_1,19,2,3,12,21,25
방화2동_024_1,14,14,4,10,10,8
방화2동_046_1,47,17,16,18,35,5
방화3동_002_1,59,20,19,49,38,15
방화3동_017_1,5,8,5,3,13,16
방화3동_017_2,4,3,7,8,4,6
방화3동_020_1,42,34,33,46,43,42
방화3동_045_1,32,14,8,15,20,5
번1동_002_1,10,1,6,9,5,7
번1동_003_1,1,3,3,13,8,4
번1동_021_1,8,20,4,14,6,8
번1동_025_1,44,32,41,56,71,52
번1동_032_1,8,9,11,2,16,10
번1동_032_2,10,4,2,6,10,10
번1동_034_1,3,11,12,26,55,25
번1동_034_2,4,9,10,17,18,18
번2동_002_1,25,7,7,8,19,10
번2동_002_2,1,4,8,6,10,3
번2동_025_1,6,8,5,7,13,9
번3동_001_1,19,1,7,9,19,9
번3동_001_2,11,8,10,25,32,20
번3동_002_2,10,2,5,13,16,4
번3동_002_3,15,3,7,2,6,1
번3동_008_1,12,6,10,19,14,11
번3동_014_1,2,2,4,7,14,1
보광동_028_1,12,2,3,10,12,11
보라매동_001_1,19,7,25,29,67,39
보문동_017_1,11,3,0,0,4,4
부암동_002_1,6,0,0,1,9,2
부암동_016_2,0,0,0,1,1,0
부암동_018_1,18,4,6,10,14,4
북가좌1동_004_1,20,7,14,17,29,17
북가좌1동_004_2,19,25,27,26,64,21
북가좌1동_010_1,22,13,10,7,2,4
북가좌1동_013_1,15,11,4,15,8,11
북가좌1동_014_1,19,8,17,12,18,8
북가좌1동_017_1,16,8,13,24,29,28
북가좌1동_022_1,18,4,8,5,8,5
북가좌1동_026_1,10,8,5,11,9,7
북가좌1동_028_1,16,7,3,9,5,4
북가좌2동_007_1,19,10,18,3,6,10
북가좌2동_024_1,37,20,19,35,41,36
북가좌2동_042_1,18,26,22,21,33,30
북가좌2동_058_1,6,2,0,0,4,8
북아현동_002_1,7,13,4,12,9,7
북아현동_004_1,13,0,2,6,4,17
북아현동_005_1,6,4,2,5,6,3
북아현동_021_1,10,0,5,11,14,12
불광1동_006_1,3,1,8,2,5,5
불광1동_018_1,8,5,1,0,0,10
불광1동_018_3,2,2,8,16,30,18
불광1동_024_1,6,4,10,17,12,13
불광1동_025_1,11,5,8,12,14,10
불광1동_030_1,6,8,7,11,8,12
불광1동_047_1,13,3,2,4,5,3
불광1동_060_1,18,1,7,0,8,10
불광1동_064_1,6,3,3,2,4,2
불광2동_001_1,5,2,2,4,4,7
불광2동_008_1,2,0,0,4,0,4
불광2동_019_1,12,2,0,0,4,0
불광2동_020_1,18,8,12,15,16,27
불광2동_031_1,0,0,1,5,6,4
불광2동_042_1,10,2,1,4,6,7
사근동_002_1,37,40,27,57,54,67
사근동_006_1,14,27,20,56,80,23
사근동_006_2,4,4,9,13,16,30
사근동_007_1,12,18,23,14,29,30
사근동_008_1,8,8,6,17,28,31
사근동_022_3,6,8,5,10,11,10
사당1동_011_1,13,11,7,3,8,22
사당1동_026_1,6,8,14,11,20,13
사당1동_026_2,6,6,3,8,17,8
사당1동_032_1,19,13,8,7,22,9
사당1동_034_1,10,5,11,14,9,9
사당1동_044_1,6,6,14,18,18,18
사당2동_004_1,13,9,5,4,10,13
사당2동_005_2,28,9,11,23,45,42
사당2동_007_1,2,0,0,0,2,2
사당2동_007_2,1,3,6,20,22,12
사당2동_007_3,6,2,2,1,11,6
사당2동_052_1,6,2,4,8,11,13
사당3동_001_1,4,2,0,8,0,4
사당3동_017_1,2,0,4,0,2,2
사당3동_019_1,66,4,9,13,11,19
사당3동_031_1,41,12,5,16,14,20
사당3동_037_1,1,1,2,4,8,12
사당3동_046_1,6,0,2,15,9,6
사당5동_004_1,10,4,2,4,2,2
사직동_005_1,16,2,13,21,26,6
사직동_006_1,9,7,18,11,17,6
사직동_008_1,48,40,36,59,58,13
사직동_009_1,3,11,14,37,23,6
사직동_009_10,18,9,18,28,31,12
사직동_009_2,21,24,26,27,55,25
사직동_009_4,12,36,37,91,61,9
사직동_009_5,2,7,18,16,47,2
사직동_009_6,20,16,8,10,17,11
사직동_009_9,14,10,6,10,2,2
사직동_010_1,18,5,4,19,6,10
사직동_015_1,22,3,4,16,6,7
삼각산동_050_1,8,0,0,1,3,2
삼각산동_060_1,12,6,7,10,1,6
삼각산동_061_1,11,3,7,7,6,8
삼선동_001_1,15,15,9,25,25,23
삼선동_002_1,16,5,9,8,19,9
삼선동_002_2,29,16,20,14,23,32
삼선동_002_3,8,0,4,6,4,8
삼선동_026_1,29,18,11,22,23,25
삼성1동_002_1,6,13,13,27,23,8
삼성1동_005_1,1,1,0,2,3,3
삼성1동_006_1,4,2,2,4,6,2
삼성1동_018_1,13,11,4,10,16,2
삼성1동_018_2,44,45,7,11,24,9
삼성1동_020_1,0,4,0,2,6,2
삼성1동_021_1,4,15,7,8,14,6
삼성1동_021_2,0,4,0,10,4,2
삼성1동_023_1,12,10,0,15,9,16
삼성1동_023_2,0,1,3,3,9,4
삼성1동_023_3,6,5,9,25,48,19
삼성1동_024_2,5,9,6,24,44,12
삼성1동_025_1,22,15,5,12,24,12
삼성1동_025_2,3,3,20,71,109,36
삼성2동_007_1,14,12,4,14,15,11
삼성2동_013_1,7,4,7,10,13,7
삼성2동_049_1,8,4,5,12,24,9
삼성2동_057_1,2,2,2,5,11,10
삼양동_001_1,4,2,4,6,2,6
삼양동_005_1,4,0,2,7,1,8
삼양동_016_1,2,4,15,9,12,4
삼전동_001_1,55,41,55,42,54,35
삼전동_031_1,21,13,8,16,12,8
삼전동_039_1,43,36,12,21,50,18
삼전동_044_1,29,30,29,27,36,29
삼청동_001_1,4,12,18,23,56,1
삼청동_003_2,15,15,18,17,14,3
삼청동_003_3,2,0,2,2,4,0
삼청동_004_2,22,32,40,46,40,6
삼청동_005_1,0,0,2,4,4,0
상계10동_005_1,6,20,20,27,41,26
상계10동_012_1,23,10,17,27,23,12
상계10동_023_1,6,8,3,22,24,19
상계10동_033_1,22,13,29,40,21,33
상계10동_034_1,21,23,16,29,34,47
상계1동_001_1,8,2,6,12,2,4
상계1동_003_1,4,9,14,21,24,22
상계1동_004_1,5,16,12,8,9,8
상계1동_026_1,18,0,6,6,6,2
상계1동_028_1,10,7,5,3,19,4
상계1동_029_1,18,4,6,5,7,8
상계1동_047_1,6,0,7,1,2,0
상계1동_053_1,19,7,4,4,10,6
상계1동_053_2,10,6,7,16,20,9
상계1동_058_1,10,10,7,19,24,4
상계1동_058_2,15,8,17,7,29,26
상계2동_020_1,9,9,2,12,20,12
상계2동_022_1,22,6,6,13,14,9
상계2동_025_1,28,14,20,18,29,67
상계2동_031_1,23,39,33,57,103,21
상계2동_031_2,14,3,18,36,74,63
상계2동_033_1,6,18,13,21,28,36
"상계3,4동_005_1",21,4,7,11,8,17
"상계3,4동_006_1",4,4,3,5,6,10
"상계3,4동_010_1",19,15,7,7,6,8
"상계3,4동_010_2",2,2,2,2,4,6
"상계3,4동_013_1",17,11,8,9,11,10
"상계3,4동_013_2",6,2,10,6,7,7
"상계3,4동_047_1",8,2,2,6,12,10
상계5동_001_1,16,5,14,30,49,44
상계5동_001_2,54,49,59,78,110,54
상계5동_048_1,16,4,4,0,4,2
"상계6,7동_001_1",37,21,20,34,17,29
"상계6,7동_001_2",2,8,4,31,7,4
"상계6,7동_005_1",18,26,32,46,50,14
"상계6,7동_009_2",24,19,58,85,97,51
"상계6,7동_025_1",15,1,5,5,6,14
"상계6,7동_027_1",7,28,28,54,92,13
"상계6,7동_027_2",15,17,45,59,95,23
"상계6,7동_027_3",22,47,39,78,80,32
"상계6,7동_037_1",38,5,18,19,31,23
"상계6,7동_042_1",26,36,32,32,53,35
"상계6,7동_042_2",14,25,34,49,38,8
"상계6,7동_049_1",33,3,6,6,29,23
"상계6,7동_060_1",10,11,8,33,13,39
"상계6,7동_060_2",6,9,5,16,9,9
상계8동_002_1,19,7,5,17,34,20
상계8동_011_2,14,7,11,6,15,13
상계8동_015_1,42,19,20,21,56,14
상계8동_030_1,34,41,28,24,79,44
상계8동_032_1,14,6,4,2,8,6
상계8동_042_1,22,10,6,8,9,5
상계8동_043_1,10,4,7,12,18,5
상계9동_003_1,18,11,22,10,38,27
상계9동_024_1,10,4,10,6,9,1
상계9동_027_1,17,23,14,22,30,30
상계9동_035_1,15,20,14,13,20,10
상도1동_001_1,7,1,1,8,4,13
상도1동_039_1,11,5,0,2,8,4
상도1동_049_1,6,0,0,2,2,0
상도1동_066_1,4,5,14,9,18,38
상도1동_066_2,2,2,5,5,13,3
상도2동_001_1,8,8,2,10,6,8
상도2동_016_1,14,4,4,2,4,0
상도2동_023_1,6,6,6,12,14,18
상도2동_027_1,15,1,2,8,2,4
상도2동_036_1,0,0,1,1,8,0
상도2동_038_1,13,5,8,14,8,8
상봉1동_003_1,6,8,12,31,33,30
상봉1동_003_2,42,14,27,7,33,19
상봉1동_003_3,6,10,10,13,31,26
상봉1동_003_4,14,5,12,9,16,8
상봉1동_004_1,10,6,11,22,16,9
상봉2동_008_1,21,9,18,20,50,52
상봉2동_014_1,32,9,23,29,76,19
상봉2동_014_2,16,22,27,20,50,69
상봉2동_015_1,16,9,10,7,22,22
상봉2동_019_1,2,16,16,30,33,49
상봉2동_020_1,17,9,6,14,17,15
상봉2동_024_1,10,4,3,11,35,35
상봉2동_027_1,38,9,7,18,12,28
상봉2동_033_1,24,22,31,43,67,61
상봉2동_036_1,16,16,16,19,36,35
상봉2동_036_2,12,6,0,4,6,14
상암동_001_1,51,19,14,10,12,10
상암동_001_2,10,2,12,11,21,10
상암동_002_1,21,23,20,25,35,6
상암동_003_1,33,4,12,14,18,11
상암동_003_2,15,12,6,11,16,4
상암동_013_1,26,2,9,14,16,3
상암동_024_1,7,5,2,10,6,2
상암동_024_2,7,10,3,18,29,25
상암동_024_3,18,8,18,7,15,14
상암동_024_4,8,15,31,50,80,12
상암동_024_5,6,11,13,39,63,18
상암동_024_6,2,15,11,10,8,10
상암동_025_2,47,29,20,20,43,19
상암동_025_3,45,17,10,18,69,17
상암동_025_4,29,12,17,17,53,40
상암동_025_5,38,23,18,28,79,44
상암동_026_1,8,13,12,44,66,29
상암동_026_3,6,23,16,16,38,1
상암동_026_4,4,22,16,46,22,14
상암동_026_5,9,22,43,58,126,14
상암동_029_1,2,9,9,15,56,17
상암동_029_2,15,12,15,36,52,10
상암동_030_1,8,18,1,9,0,14
상암동_033_1,10,14,10,14,15,9
상암동_036_1,10,5,5,7,17,12
상암동_042_1,8,8,10,9,16,11
상암동_042_2,22,13,14,18,19,8
상암동_042_3,11,12,7,15,12,7
상암동_042_4,2,2,2,5,1,20
상암동_054_1,3,9,7,27,9,9
상암동_061_1,12,12,17,27,28,6
상암동_063_1,0,13,9,15,25,4
상암동_063_2,0,0,0,0,0,2
상일1동_002_1,8,4,5,15,36,16
상일1동_004_1,0,9,3,13,9,0
상일1동_006_3,6,3,10,12,2,3
상일1동_024_1,27,5,16,16,39,19
상일1동_048_1,14,1,1,5,1,0
상일1동_057_1,37,5,7,15,10,16
상일1동_069_1,23,19,14,16,19,17
상일2동_001_1,14,12,8,5,21,4
상일2동_001_2,22,12,8,12,19,3
상일2동_002_1,29,5,0,12,22,8
상일2동_006_1,14,4,2,11,9,10
상일2동_007_1,10,18,39,70,94,23
상일2동_007_2,13,16,5,12,13,9
상일2동_007_3,19,5,3,7,20,12
서강동_008_1,9,11,21,34,42,33
서강동_009_1,26,10,17,14,16,31
서강동_028_1,14,6,7,11,14,8
서강동_029_1,4,4,11,16,17,10
서강동_052_1,14,2,6,9,16,13
서교동_001_1,21,60,32,60,99,66
서교동_004_1,34,82,69,93,151,33
서교동_004_2,0,4,11,12,28,9
서교동_008_1,0,3,27,31,56,41
서교동_008_2,12,4,13,15,51,37
서교동_011_1,5,9,30,25,44,9
서교동_020_1,21,30,35,74,68,40
서교동_032_1,10,15,10,32,60,27
서교동_033_1,16,5,26,49,59,41
서교동_037_1,2,8,6,10,23,27
서교동_041_1,14,10,26,24,38,12
서교동_044_1,4,9,31,28,32,28
서림동_022_1,6,4,2,4,8,8
서림동_023_1,12,17,25,34,39,29
서빙고동_007_1,16,15,9,27,53,46
서빙고동_010_1,4,4,2,3,8,1
서빙고동_015_1,4,1,5,4,14,10
서빙고동_015_2,0,6,2,10,12,2
서빙고동_015_3,0,1,3,20,6,0
서빙고동_015_4,0,2,4,12,14,4
서빙고동_015_5,4,8,10,4,1,1
서빙고동_018_1,10,4,7,5,8,12
서원동_023_1,15,2,6,2,9,18
서원동_036_1,30,7,4,26,33,40
서초1동_008_1,8,12,8,5,19,14
서초1동_012_1,10,4,6,3,5,6
서초1동_017_1,11,14,15,24,26,26
서초1동_031_1,3,12,8,14,19,2
서초1동_033_2,0,2,0,2,2,0
서초2동_002_1,8,13,8,12,29,10
서초2동_002_2,2,14,4,14,24,22
서초2동_004_1,3,5,7,6,14,5
서초2동_004_2,8,13,16,42,60,21
서초2동_010_1,10,10,3,11,12,6
서초2동_031_1,4,4,0,2,6,2
서초2동_039_1,17,1,5,5,15,9
서초2동_040_1,9,5,9,6,11,0
서초2동_040_2,17,13,10,16,15,5
서초2동_041_1,23,10,7,6,35,17
서초2동_049_1,0,6,7,9,6,2
서초3동_004_1,2,4,2,17,13,2
서초3동_005_1,5,2,4,4,6,9
서초3동_005_2,0,6,4,4,12,8
서초3동_009_1,10,7,2,3,9,5
서초3동_020_1,2,4,2,0,4,2
서초3동_023_1,9,9,17,14,15,6
서초3동_026_1,4,4,6,8,4,0
서초3동_028_1,5,14,1,12,20,8
서초3동_039_1,9,7,6,16,18,8
서초3동_044_1,2,4,6,19,16,3
서초3동_057_1,19,11,5,15,28,14
서초4동_002_1,3,11,5,33,32,14
서초4동_022_1,12,0,0,2,5,1
서초4동_024_1,13,3,12,6,16,4
서초4동_024_2,9,9,11,10,37,6
석관동_001_1,33,12,22,39,40,54
석관동_018_1,15,9,14,10,21,29
석관동_032_1,9,16,11,10,27,19
석관동_049_1,4,0,12,22,20,8
석관동_049_2,2,2,18,7,14,9
석관동_068_1,26,7,6,11,19,13
석촌동_015_1,50,34,21,37,60,30
석촌동_017_1,35,29,24,22,41,33
석촌동_018_1,58,31,43,40,94,46
석촌동_036_1,75,42,34,36,75,56
석촌동_040_1,33,13,10,15,11,12
성내1동_002_1,88,35,40,25,75,51
성내1동_004_1,79,52,45,90,97,25
성내1동_008_1,23,14,19,36,63,9
성내1동_012_1,48,37,62,53,124,36
성내1동_014_1,91,40,40,66,85,36
성내1동_015_1,54,31,31,37,66,39
성내1동_016_1,34,23,5,9,52,15
성내2동_010_1,28,31,40,38,89,68
성내2동_018_1,42,21,25,28,75,55
성내2동_023_1,65,21,24,40,72,74
성내2동_036_1,20,8,10,9,33,22
성내2동_039_1,14,15,11,20,25,29
성내3동_011_1,30,17,18,21,62,38
성내3동_012_1,30,24,2,27,43,22
성내3동_018_1,38,30,29,45,101,51
성내3동_018_2,69,30,35,44,66,56
